,label,tweet
2109,0,"""Meh...i don't think I'm a suit person.""|~ Neil Caffrey||#TvQuotes|#WhiteCollar
"
2110,1,"Cramming 200+ psych pages into my brain even though we learnt that cramming isn't effective 
"
2111,1,"I love dating shows ! My favourite is Strictly come dancing, so good when it works out for them ! 
"
2112,1," ""@BarakRavid: BREAKING: PM Netanyahu slams EU countries: ""The Europeans are hypocrites that learned nothing from the holocaust""""
"
2113,1,"Cooper's been busy today  http://t.co/StCUsUTr0u
"
2114,1,"Merry Christmas love Instagram http://t.co/CcfhdT73wH :face_with_tears_of_joy: #gifts  #spam
"
2115,1,"I love when I write a tweet wrong. :smiling_face_with_smiling_eyes: 
"
2116,1,"Thechicago firehouse restaurant goes up in flames.  #chicago #fire #cfd #workingpress #cbs #wbbm... http://t.co/H7VwVUry8P
"
2117,1,"Nailed it  #yesimreadingthisbook #catsofinstagram #catstagram #ilovemycat #pawproject... http://t.co/Wg8DSZD06G
"
2118,1,"We prefer to lose the derby vs #SuC and fight for Ligna trophy. 
"
2119,0,"@talkhoops I got manually retweeted by Zach Harper. #internetcelebrity
"
2120,1,"Thank you @EmmeRylan for live tweeting my morning 
"
2121,1,"@MeraDharm @Swamy39 You do look a die hard fan of his 
"
2122,1,"Happy stfx day! Lost my #Xring in '12. It was found 2 mo's later glistening on the 18th green of Lost Creek Golf Club. #xringmiracle 
"
2123,0,"@CameronJohnso23 so pissed at 2K rn..
"
2124,0,"@kimoen_peter  ___ I love that Song <3
"
2125,1,"@westendproducer @WhatsOnStage In a musical, the music department is quite unimportant.  #umitsaMUSICAL
"
2126,1,"Love coming to school knowing I have tests all day 
"
2127,0,"Long time no see #long#along#time#times#no#see#me#you#i#your#say#hi#hello#want#wanna#to#meet @... http://t.co/qqQCi3faXa
"
2128,1,"@avaskoog Caffeine free coffee? Yeah, I'll have that next time I have a slice of sugar-free cheesecake...  :P
"
2129,0,"In desperate need of training partner(s) with the knowledge and insight of the infamous @StevePulcinella. Candidates apply within.
"
2130,0,"*looks at blackboard*|*calls life alert*|Help my grades have fallen and they can't get up
"
2131,1,"I tweeted about how dangerous Glasgow is, and a Glaswegian party venue followed me. #win 
"
2132,1,"because learning for the finals is fucking amazing. 
"
2133,0,"@Tbose_BestT   People who are drinking and driving  now please
"
2134,0,"@EnduroFergus No! I rarely drink at all. Got a stomach bug :-(
"
2135,0,"Some guy chattin shit to me on the bus saying I look like snoop dogg #KMT #again
"
2136,0,".@allanhawco Finally had a chance to watch Doyle finale. Thanks for 6 great seasons. Yes, I cried at the end...
"
2137,1,"People who lie to me really help with my trust issues  #twittereantaboutlife
"
2138,0,"H3N2 = Hospital Hard on #badincentives #flu #healthcare #finance #SPS
"
2139,1,"I cared for 8 seconds, then I got distracted. :face_with_tears_of_joy: 
"
2140,0,"Explosions! Nicely done. Apparently, the Joker & I have a lot in common. That's...disconcerting. http://t.co/mRRqCWOAms #Batman #StarTrek
"
2141,0,"Session at the local #1stPhoto #rektek #bmx #lookMamNoHands  #flying #fallingWithStyle http://t.co/TCx5cO9uPx
"
2142,1,"Jesus. I am watching too much #TheNewsroom... Look at me getting all #SonyHack sermonising... 
"
2143,1,"Nose is stuffed.Awesome. 
"
2144,1,"@Suuzeeen Grabe! Affordable na Affordable 
"
2145,0,"@ajmaljami no, not negation. Sometimes, peace is achieved in a way that you accept to be content by a constant searing.
"
2146,0,"Perty sunrise #fs100 timelapse of the mountain http://t.co/vy2BcAMSYA
"
2147,1,"Well it's always a good time losing at the Bay... @lylestor11 @Lampi626 @bubbs11214
"
2148,0,"I promote #EDM why would I add jazz? Some ppl will do anything 2b popular #SoObvious #WTF #AttentionWhore #keepitreal http://t.co/p3IVORI8k3
"
2149,0,"@jowrotethis wow, Rickman really looks a lot different with blond hair.
"
2150,0,"My grandma tells me she made raviolis to eat.. You know I yelled back ""fuck you I don't want no ravioli nigga!!!""
"
2151,1,"@LibyaLiberty @LinesnCircles you can't reason with someone with a bio as moronic as his. ""So should everyone else"" #SoDemocratic 
"
2152,0,"So excited for a whole new episode RHOA love this show!!!!!
"
2153,0,"#take#a#deep#breath#it's#just#a#bad#day#a#bad#life http://t.co/YmnLzTNkpy
"
2154,0,"Munro's facial expression is my facial expression right now:face_with_tears_of_joy::face_with_tears_of_joy: #But #I'm  #giving #up #on... http://t.co/ZINla0rapI
"
2155,1,"@adamclanton,@LanceZierlein,wait..your followup to Ferguson/stereotyping talk is audio about a kid who wants to do ""hood-rat"" stuff? 
"
2156,0," to be an Ass but ohh Yeaa!!!! http://t.co/sf8jM2zpFD
"
2157,0,"I'M NOT GONNA ASK YOU FOR FOLLOWING. Your own decision.
"
2158,1,"@dep_fm I think that was the joke. 
"
2159,0,"It could be a Jihadist ?Hello!! It is Jihadist's Radical Islamists! TERRORISTS!|#sydneysiege #Daesh
"
2160,1,"@MericaMcFreedom @Salon Because Bill makes too much money making speeches now and he's so honest :) 
"
2161,1,"Well today has just started off great. 
"
2162,0,"Just a friendly reminder! #motto #advice #you #are  #defined #by #your #past http://t.co/Wmpp8Iy3gW
"
2163,1,"Aren't you just loving the snow?  #Stockport  http://t.co/JhG0LxAun5
"
2164,0,"go subscribe @BoutItMen on youtube https://t.co/w0lhyDAexl for good music
"
2165,1,"When that bish defollows you  #disney #belle #MoreFollowersPlease http://t.co/i549jbbPLK
"
2166,0,"@BBCScotWeather |Horrible day in Cambuslang!  very Christmasy http://t.co/Vpni2l2CJZ
"
2167,1,"@Giants ooooo touching myself to ODB he is the greatest Giants player to ever play the game... Screw that the best player ever!! 
"
2168,0,"SHAME ON JACKSONVILLE #JAGS AND #SHADKHAN. http://t.co/XyOZLexZnU -Do you think that #Police phobic #stooges l... http://t.co/B4yDmPoPmX
"
2169,1,"At http://t.co/mjC7vaiyE0 -- The sun finally decided to play #beastside #tahiti  http://t.co/BiImkrtTn4
"
2170,0,"@TBLightningFeed @RawCharge I sure hope ev1 vaccinations are up to date! #GoBolts @BoltsByTheBay @TBLightning @ThunderBugTBL
"
2171,0,"So which beauty's can get me some followers then:speak-no-evil_monkey:
"
2172,0,"Just booked me and my back a massage with @sharna_woodcock @back_physio hopefully stop it groaning over crimbo :thumbs_up_sign::father_christmas::wrapped_present::father_christmas:
"
2173,0,"I can be mad at you for a matter of 15 min then I can't stand not talking to you.
"
2174,0,"Always forget how good the F.E.A.R is by Ian Brown :headphone: #singingoutloud #TUNE
"
2175,0,"@DEvanAltman was completely sensationalized. Inferring that Cubs weren't serious about winning until Wednesday is a joke.
"
2176,1,"So excited for the Christmas party with the snobby side of my fammm 
"
2177,1,"@billisFPS @BFBulletin ikr!! This is not a true Battlefield game! :/|.|.|.|.||
"
2178,1,"@LouisFarrakhan How do you propose to determine ""sides""? I have both black and white family members. #racewar  #LoveNotWar
"
2179,0,"okay back to studying for math final
"
2180,1,"@Anajbbyy yesss! What makes it worse is when they look gorgeous and say ""I just got my face beat!"" Wtf?  #Contradiction
"
2181,0,"Jack doesn't understand twitter. Thoughts?
"
2182,0,"[Alaska #HipHop] Flowtronics: What's This World Coming To (Rizzle P, Boone Pratt, Token R...: http://t.co/LHsCMXRXNv via> @BoonePratt
"
2183,0,"@sammiecurtis_ oh man. You will have to get everyone singing ready for when I'm in :face_with_tears_of_joy:
"
2184,0,"Happy holidays from me and my boy Carl #lrs #holiday #party :smirking_face::smiling_face_with_sunglasses::smiling_face_with_sunglasses::christmas_tree::christmas_tree: http://t.co/kzv9XGLWoz
"
2185,0,"Thank you @angiegalifas for these amazing candles from the new series of @victoriassecret #atmosphere... http://t.co/JOhwVxVH0b
"
2186,1,"Dissecting a rat first period is a great start to the day  :mouse:
"
2187,1,"buzzing for school on monday.. 
"
2188,1,"@JamaicaVaper @Hifistud @OutFrontCNN @CNN This has been my point all along, that TC is proving to be #ecigs best advertiser to teens. 
"
2189,1,"@Katerintree obvi because every Jesuit is a heretic  :information_desk_person:
"
2190,1,"It's so much fun to drive a front wheel drive car in the snow 
"
2191,0,"@AK_aka_Amazing Aah yes rajneesh saab lol controversial figure he was
"
2192,0,"Nowadays you can be everything somebody ever wanted and still get played** mxm men  all
"
2193,0,"Drinking an Imperial IPA (2014-) by @GreenFlashBeer - http://t.co/IlJkEldUk4 #photo
"
2194,1,"Lunch today. #fakelobster #lifestyleoftherichandfamous  #worldofswede http://t.co/a2ix7q4emC
"
2195,1," ""@LabourEoin Few politicians get importance of Patient Dignity &  right to die http://t.co/adKIDKNpID""
"
2196,1,"#ff By ideiasdebolosdocesedelicias. Such a different twist to the regular #frozen cakes :) We love this one! ... http://t.co/WSuhWFyhUC
"
2197,1,"@torrentfreak We should monitor them... 
"
2198,1,"@MistressBitchIn a Woman that puts a man in irons supports the irons!!! 
"
2199,0,"Filmmaker and writer Nicole Franklin is on Twitter @Nicoleedits. Pls follow. #EConvo #Film #Director
"
2200,0,"@cozmando He'd be a perfect fit... or Beachy/Medlen.
"
2201,0,"@Funny_Truth: Substitute For Chicken Nuggets http://t.co/jeja9wJYKu uhm no thanks
"
2202,0,"@BillfromBendigo I'll just wait here :) :) :)
"
2203,0,"Work done, gym done, steak for tea and Friday tomorrow #woohoo :smiling_face_with_open_mouth::thumbs_up_sign:
"
2204,0,"@mattyzee It's ok...thanks for telling me. Passed the idea on to a sydney friend :)
"
2205,0,"Eeeek cinema date with the boo this weekend:see-no-evil_monkey::two_hearts:
"
2206,0,"to have a highway clean up section of highway. people expressed their freedom of speech @Steven_Swenson @ZombieTacTeam @Anan_VII
"
2207,0,"#Ukraine's #President to #meet #Russian, #French, #German #leaders, #rules #out #offensive. http://t.co/6NdWMkAliM via @reuters
"
2208,1,"I've definitely caught my sisters flu. Feeling a chesty cough brewing and it's the best start to the week. TGIM 
"
2209,1,"Air Passenger Duty for under 12s to be abolished. AT LAST! Something to help the homeless and impoverished! #AutumnStatement 
"
2210,0,"I always forget that many #activists and #radicals who are most earnest look back fondly to 1918 and 1793, not 1848 or 1789. #classwar
"
2211,1,"@nasa ooh I can probably watch a replay or the #orion launch at some point? Oh wonderful. That's sooo exciting  #nothanks
"
2212,1,"Love the fact that are school smells like a sewer. :face_with_medical_mask::face_with_medical_mask::face_with_medical_mask::face_with_medical_mask:
"
2213,0,"@jpanimages Is it on display at any given time at Ryerson?
"
2214,0,"day 3 : sun|but it's not sunny today :cloud:|#DecemberPhotoChallenge #france #sun #or  #today #day3... http://t.co/3VwAoBdXQM
"
2215,1,"#JeremyNortham there, insulting Piano's and songs. Shut the fuck up man. Bet you thought you were #epic.... #GosfordPark.
"
2216,1,"just exactly how I wanted to start my day!!!  #shitty
"
2217,0,"@mobyhump :)) thank you so much. Such a generous display of kindness from your side.
"
2218,1,"When u callin I'm tappin lol  sorry
"
2219,1,"I know for a fact Sam is not gonna be in school today and that really is just the cherry on top of a perfect monday. 
"
2220,1,"It's a Christmas miracle!|| http://t.co/3X7cxklIPu
"
2221,1,"work should be fun today :unamused_face:
"
2222,1,"the  that the #euphemism #CoerciveControl was #coined by a #MAN but is now #lovingly #appropriated by the #radical #feminist #agenda
"
2223,1,"My bed time stories are awesome  #theyllgiveyounightmares #ohwell #youaskedforit
"
2224,1,"thankful our stat teacher is dropping the lowest quiz @cupofjavi #lifesaved 
"
2225,1,"This sounds like loads of fun...  Snow, freezing drizzle, rain, 110km/h winds... http://t.co/FEa4pvMWLc
"
2226,1,"@HarryS64 @Dale_Harris14 @rioferdy5 Well done. You have more Twitter followers than me. You have succeeded in life 
"
2227,1,"Still up at 4 , work at 11 is gonna be prime 
"
2228,0,"@Iron_Spike RT @randal_olson: Baby name . #dataviz||Source: http://t.co/jCRsUrSVlD http://t.co/bcVZIGFNks
"
2229,0,"Let's just not pretend for once. .
"
2230,0,"What is the most important thing that you should do today? -- Breathe. http://t.co/Xp3nNJQMHW
"
2231,1,"Just seen 3 bikes on bikes. 
"
2232,0,"@PeterEgan6 Happy Christmas to you + yours. May 2015 bring good health, happiness, every success and all you wish yourselves.
"
2233,1,"I love being on hold. Especially when the music is so great. 
"
2234,0,"Peshawar school massacre: Pak must know their greater enemy is terrorism, not India.#Peshawarattack
"
2235,0,"Of course one of my lecturers happened to be at the bar/restaurant we are at for my birthday meal...
"
2236,0,"@DlSCORD @FoxNews Hates his anti-American/anti-Constitution policies and actions. Fixed it for you.
"
2237,1,"Guess its just me, brett and my mom this year. Gotta love my family! 
"
2238,0,"@HaadeaP the word itself is a mockery .... Bae ...like abey :persevering_face:
"
2239,0,"@SR_Duncan I think you should go get checked out
"
2240,1,"@farinhaaaaaa becauseeee I miss youu  coffee later?
"
2241,1,"@vikramchandra @ndtv #IndiawithPakistan but it can never be other way round 
"
2242,0,"http://t.co/yvziKeKAvT #TeenAnalCasting #She She sucked me dry!
"
2243,1,"And it's freezing, yay!  http://t.co/McQJBgNY1E
"
2244,0,"Backs killing me today :grimacing_face: #tramadol
"
2245,1,"I need a misadventure form because I broke my hand practising and rewriting this english essay 500 times 
"
2246,0,"2AM on Christmas Day, and we're heating up Pizza and Breadsticks. #theboysarebackintown http://t.co/4PNPfk28LZ
"
2247,1,"Beautiful day 
"
2248,0,"""#NYPD did  comment 4 this or provide its own internal #statistics w/|:police_car: involved :skull:s & the info has not been given 2 the FBI since 2006.""
"
2249,1,"Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful.  #fluday4
"
2250,0,"#kimk dress style!!! @love s it or ? #balenciaga #kimkardashianwest #kimkardashian #vestito #moda #2014 #go... http://t.co/pS7ynPlSjE
"
2251,0,"@garciasn @BringMeTheNews aren't most legislators' list of legislative accomplisments the past 8 years short?
"
2252,1,"@dukeblueplanet @CoachKaman The number 2 play was awesome. 
"
2253,0,"Drawing with my little girl... Still can't believe she can draw this good!!!! #drawing #daughter... http://t.co/v1IOa07YLB
"
2254,1,"Downplaying social media but using a hashtag? #givepresence 
"
2255,1,"@theTiser @JulieBishopMP journalism at its best 
"
2256,0,"Loadshedding again! eissh Wonder if Eskom & Cell C have partnered up? Both get paid but their services suck!!#dialinginthedark
"
2257,0,"@telur_o_telur after I went to Europe
"
2258,1,"Us Looking Sexy  #MehRockingMyBluMonsoonT-shirt
"
2259,0,"check it out! http://t.co/AMtMNUl9YN 
"
2260,1,"@Sheriff1972 @SteveMay_UK Will probably get to write more about the show by doing so ... 
"
2261,0,"Rush rush rush, all done and then POW, a football through the window.#glasseverywhere #boyswillbeboys
"
2262,1,"This is great... 
"
2263,1,"Welcome to metro RT @BallardHSSports: ""Thanks to Seattle Prep for finally removing their starters up 34 with 3:30 left. ""
"
2264,1,"Haha love when I accidentally spray perfume in my eye :face_with_ok_gesture: 
"
2265,0,"@RealGilbert I just did it. What's the prize?
"
2266,0,"2015 prediction: Putin ditches the Ruble and adopts Bitcoin
"
2267,0,"Sarcasm is the only thing i like.  #sarcasticbitch
"
2268,0,"The long commute to work;  for this #KeyboardCowboy #anyonecancode @codeorg http://t.co/g6ZlQIdHm7
"
2269,0,"I keep seeing ""we need to build a global society"".Personally, I'd rather have our ""American Society"" back. #tcot #EricGarner #Ferguson
"
2270,0,"Why must I pay more for car insurance when I don't have to? Don't get ripped off - trust GoSkippy http://t.co/eCmZ806Q44
"
2271,1,"@richardjuan malay mo. its his real name haha. but still nice joke about na richard two. bagong bago  hahahhaah JK
"
2272,0,"I'll tell you what, those CEACCP books make a cracking bonfire, don't they? #frca #freedom
"
2273,0,"Shhhhhh...nobody move...they're playing a NON-electronic game together...NICELY!!!... http://t.co/CDi4lt9Y08
"
2274,0,"This is a song??? Awful!! http://t.co/5wBneRXGQF
"
2275,1,"What a shock. Duke Johnson is hurt in an important game.  #canes
"
2276,0,"My FIVE days of #Christmas shared.. #infosec  #hirefriday #humor http://t.co/xim9RZWvi9
"
2277,1,"@hirefrank @MTA OMG want one, but I have EasyPay Express. This would mean I would only use it to ride PATH. 
"
2278,1,"I'm so different when I'm back home... I blame the work crew #rowdy #banter  #toomuchlove #360family
"
2279,0,"Dear Next Person that seeks to educate me on anything PLEASE be very educated themselves, which means knowing multiple points of view http:...
"
2280,1,"I think Apple should make their iCloud service and options a little more confusing. Its really getting good now. 
"
2281,0,"http://t.co/hh5lziJCIl #GapeLand #Super-sweet Super-sweet Lilli is simply adorable with her all-leg,&#8230;
"
2282,1,"@GoddardDonald @kroger Spoiled, rancid food AND guns in the aisles? Rats in @HarrisTeeter?Sounds great.  #GroceriesNotGuns
"
2283,0,"@meestah_sahmon: Never ending, pointless, no cunt wins, tit for tat. Zero accountability and hunners of finger pointing. 
"
2284,1,"Another fantastic day 
"
2285,0,"95% of my clothes are black. #noshame :bomb:
"
2286,1,"Hey what do you know, one of the witnesses supporting Darren Wilson's story lied! And is racist! Mind blown! http://t.co/0k25FE024w 
"
2287,0,"@PCArsenault @NoFlyDawn YES! I do this all the time. It's such an easy thing to do, I don't why this isn't common knowledge.
"
2288,0,"#LOL with all due #Respect to #KobeBryant .. he is  #MJ ^_^ but damn near #Close !! #Legends http://t.co/Z3gOXbVyIN
"
2289,1,"@BeingPerry you sound just like Jack Kerouac |
"
2290,0,"@simoneady @FrankDenneman @NimbleTechie @DuncanYB @vinf_net @simoneady - Dutch+Northern theres combo  not speaking yr mind 
"
2291,1,"@BrDieteticAssoc bring it on. Will look forward to the Easter one more :-))) funnily enough i crave salad and fruit round xmas now!! 
"
2292,1,"@TheGodlessNorth Indonesia does: blasphemy laws & ministry of religious affairs,which also happens to be the most corrupt ministry. 
"
2293,1,"@nessatuia woww thanks for that helps alot  hahaha saddd :face_with_tears_of_joy:
"
2294,1,"@RazlanSings It's not work if you enjoy it #eh 
"
2295,0,"When all else fails... http://t.co/ooaDI6Dxzk #relationships #needs via @TheM3Blog
"
2296,0,"Gonna be the shittest Christmas ever without my mum.. Gonna get so drunk :tropical_drink::tropical_drink::tropical_drink::tropical_drink::tropical_drink::tropical_drink:
"
2297,0,"@Coltonwilliy Im sorry chode, my phone broke ;)
"
2298,1,"Another @virginmedia  moment. We can't be bothered to fix your broadband problem but would you like to buy an Iphone6 of us! HELL NO!!
"
2299,1,"@JohnCena @VinceMcMahon @steveaustinBSR hope you have more ambition john, cause no one else seems too. 
"
2300,1,"Now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life
"
2301,1,"Younger siblings are okay. But then they do this irritating thing where they wake you at 5:15 to open presents. And that's just awesome 
"
2302,1,"Always fun when buses don't turn up! It's my favorite waiting outside in the freezing cold for them for like half an hour :smirking_face: 
"
2303,0,"@Matt_Mason12 @Dan_Fox13 hahaha good 1, you might own a stadium then rather than the local council ;)
"
2304,0,"@ShahbazSZM but talking rubbish about system on twitter can't change anything |   | Action speaks louder than words
"
2305,0,"Who accepts this challenge? Who's Next? Ends Soon. Be A Ten Executive & Founding Member. http://t.co/JNtzrI8N2q
"
2306,1,"Going to sleep a solid 30 minutes earlier than last night!!! #success #justwhatiwanted 
"
2307,1,"@GlasgowCC doing a great job...   What do I pay my extortionate council taxes for? #Disgrace #OngoingProblem http://t.co/FQZUUwKSoN
"
2308,0,"Thank god she doesn't get me to do this anymore!!! ellielippitt #barber  #hairdresser #blondie... http://t.co/sNe5a0EEAH
"
2309,0,"@iZedricxGaza try your luck tom! You can be one of the 20 free passers and makatanggap ng free item from david. Okay na yun tas uwi haha
"
2310,1,"Love feeling like I've been lied to.  #dontwanttobehere
"
2311,0,"@Taylorfisherrr WHO LOOK SO MUCH ALIKE OMG lashwkaywiduwb 
"
2312,0,"Boooooom 2 goals in 2 minutes !!!! #ThatsArsenal 4 you
"
2313,0,"ayee love your lips  trying to sound creepy http://t.co/WKZn9VkNHp
"
2314,0,"@hayl1169 was just about to say that :face_with_tears_of_joy:
"
2315,1,"@bustedcoverage @ChaseDarby6 world's greatest fans....
"
2316,1,"From our upstairs neighbors deciding to do a load of laundry at 12am, to the 1:30am freight train, falling asleep is working out great! 
"
2317,1,"Committed to you, your privacy and an open Web|Please turn on JavaScript to display this page correctly. ||Firefox homepage 
"
2318,0,"Days when you just want everyone to leave you alone  #in #a #good #mood #noHunting
"
2319,1,"@theprojecttv When all the ""trauma"" these kids are suffering is over, the fact remains, You apologised for telling the truth.  #stuism
"
2320,0,"How exciting he's walking all by himself #amazing #strength #hardwork #love http://t.co/sfr4lhY58G
"
2321,1,"So excited for work 
"
2322,0,"The quest for #GoSupersonic tickets continue -_-
"
2323,1,"I love spending five hours a night doing homework! Please assign more teachers! 
"
2324,1,"Watching Christmas movies alone is like so much fun. 
"
2325,1,"stomach flu once again...what a surprise.  :unamused_face::face_with_medical_mask:
"
2326,0,"@Vh1Supersonic @MAJORLAZER @Weojispeak #WatchOutForThis|Hold the line
"
2327,0,"All I can say is I'm lucky.
"
2328,1,"I'm actually kinda surprised that people still say ""NOT!"" after an 'ironic' statement.  
"
2329,1,"Love waking up to my face being licked by my puppy.. 
"
2330,0,"#YouAndIBackToYoutube WHAT???!WHY???!! ITS CHRISTMAS! ITS FORBIDDEN TO DO SUCH TERRIBILE THINGS! GIVE IT BACK TO US! @YouTube
"
2331,1,"@blushinggs: don't let fuckboys get in the way of you being happy never have AND never will. Lmao  #DontBelieveMeJustWatch
"
2332,1,"@YodelOnline Hi! I have just received a photo of my dear parcel from China, amazing he is travelling around the world!! 
"
2333,0,"@eiafc seriously in the clothes section F&F
"
2334,1,"@Shadoya_osman and he can't find himself a pair that would fit  :see-no-evil_monkey::speak-no-evil_monkey::speak-no-evil_monkey::face_with_tears_of_joy:
"
2335,0,"@Diverse_Church what is it with whales this morning  http://t.co/EuuxIufcB6
"
2336,0,"She can get it raw !!!
"
2337,0,"@bigbillybmoney haha!! Noo I don't need new boob's my old ones are just fabulous :face_with_stuck-out_tongue_and_tightly-closed_eyes::face_with_stuck-out_tongue_and_tightly-closed_eyes::face_with_stuck-out_tongue_and_tightly-closed_eyes:
"
2338,1,"Well the week is off to a great start.  #fml
"
2339,0,"@GG_Studio:Congratulations GG for giving us amazing collections for 10 yrs.In fact i was planning to do the same for u from my prospictive:smiling_face_with_smiling_eyes:
"
2340,0,"#All #Cute #Dude #Girlygirl #I039m #Into #Is |Please RT: http://t.co/3L4BiH19BE http://t.co/THyRbd1TG9
"
2341,1,"I keep telling my friends I'm busy they need to stop blowing me up but they just can't stop  http://t.co/BH5IW1OEJM
"
2342,0,"@MikeReiss fading the public doesn't just apply to gambling. Do the exact opposite of @MatthewBerryTMR and you're in good shape.
"
2343,1,"Secret Santa for one of my er...""hotter""  work colleagues.. http://t.co/Ellk2A0pfh
"
2344,0,"The excitement for #EVC14. |Follow @EVC_India, answer simple questions and win passes for the gig. |#GetEnchanted http://t.co/neaZKoIv7t
"
2345,0,"@NotTheCubsWay @DrCubColclasure As a Red Sox follower, I can vouch for Gomes as a clubhouse leader. Such a fun teammate.
"
2346,0,"Enroll 2 Members 1 on each leg (L/R). THEN, help your 2 Personally-Enrolled Members get 2 Executive w/ Diamond Pkgs. http://t.co/X7Tu7JJtCT
"
2347,1,"Yay for no longer having a vehicle!  :pensive_face::disappointed_face:
"
2348,0,"Getting ready #yesterday #christmaseve #lastnight http://t.co/4Y93g5eol3
"
2349,0,"#notcies #eu EU backs 328 top early-career researchers with 485 million http://t.co/eFS2Y1Pssc
"
2350,1,"@TheNewDeal @onetoo Damn socialist! 
"
2351,1,"I love seeing what you guys got 
"
2352,1,"Me when I think I can do a cartwheel!  http://t.co/pXuszu6upn
"
2353,1,"I don't like clowns but I'm going to be one. 
"
2354,0,"Can someone please tell me where the video is?
"
2355,0,"Drinking a Mercury: The Winged Messenger (Planet Series) by @BellsBrewery - http://t.co/iOGZRrSfgl #photo
"
2356,1,"Just found out I have my making babies final on Thursday. Good thing I have so much time to study 
"
2357,0,"Good morning hank its saturday im starving
"
2358,0," long to wait till released CO2 turns up temperature - http://t.co/UFD9oCLFM3 http://t.co/puzJgw2LuE
"
2359,1,"Can't wait for the #facup 3rd draw 
"
2360,0,"@RedState People who commit crimes, resist cops, or attack cops are endangering their own lives. No respect for law or other people.
"
2361,1,"Fleury with 5 shut outs so far on the season. He's still not good though 
"
2362,0,"@NoelleMillis I typed it with a lisp too! Hahah
"
2363,0,"When Santa looks up my name :smirking_face::face_with_no_good_gesture::crown:|#sassy  #naughty #or #nice #instagood #instadaily #Christmas... http://t.co/Srg3ScPt4B
"
2364,1,"I don't wanna hate religious people. Cos i am one of them. I'm so religious in music. #ahaa 
"
2365,1,"There's millions of autobot & troll accounts on Twitter that post dumb sh*t for RT's, then people call them stupid & naive.||
"
2366,1,"Keep running from your problems. That always works. 
"
2367,1,"Would like to thank my nephew for giving me his horrible cold & sore throat etc.. Much appreciated! 
"
2368,1,"Enabling the Windows Firewall is a perfectly reasonable thing to do to package in a software installer.  #SCCMAdmininHealthcare
"
2369,1,"Just as the microphone fails: ""If we were having this conversation 100 years ago..."" @disruptivedean #WebRTC #WebRTCParis 
"
2370,1,"Welp. There goes 50 bucks down the drain. Thanks KU Student Housing.  Get. Me. OUT.
"
2371,0,"This pressure is unreal. Keep it up
"
2372,0,"Same #Soundcloud dl: http://t.co/2I8CRNHDUh Follow> @LexiNRealLife #ATL #ConsciousMusic http://t.co/P6pzAjr2Vm
"
2373,1,"I absolutely LOVE moving house 
"
2374,1,"Powerful picture taken by a #protester the #night before #christmas. The  is real. http://t.co/EVdeheqpsj
"
2375,1,"Listened to Gimme Shelter while driving in the rain:face_with_tears_of_joy: 
"
2376,1,"Taking Over the mansion with the Mexicans @MikeyGlander
"
2377,0,"@GetOnTVN @TheSharkTweet what's going on with sharks hair? Looks like the council has cut it
"
2378,0,"#notcies #eu Liverpool workers ""miscarriage of justice"" victims http://t.co/KKyxaCu18R
"
2379,1,"@haleymae21 Ha! I don't have haters. Just a few misguided souls who thought my mentions were a bulletin board for their issues. ;) 
"
2380,0,"@Merrinaised @lisatagaloa yip most likely the next time I get #suckered into #making anotherone :face_with_stuck-out_tongue_and_winking_eye:
"
2381,1,"I love hearing people's explanations about the dating world in America in the library while I am studying 
"
2382,0,"Eskom load-shedding hammers the Rand again: http://t.co/L9CTtRVASn  Current spot rate USD1=R11.45 http://t.co/PGZHDkBJGD #VivaANCviva 
"
2383,1,"What a great person you are. 
"
2384,1,"@holly_b94 @lottiebaring can't wait to see ya both 
"
2385,1,"Wow I feel great 
"
2386,1,"Twitter slams Austin Strange Fruit PR firm, spurring it to drop the name it shared with a song about lynching http://t.co/DSN2zFt7A0 
"
2387,1,"@Watchthisface25 looking forward to the time I have to traipse down the stairs to postie with a baby attached to my nipple! :flushed_face: 
"
2388,1,"@ragavendra87 @timesofindia They r no less than the BCCI and Arnab keeps bashing them on the news hour 
"
2389,1,"Yep, true patriots all.  http://t.co/lAZTLMA2Ho
"
2390,1,"@JackHeverin @JoelBateman23 @tay_smith103 @mattyprosser1 Was that head Mathers batting?|#powerful!!|#intimidating|
"
2391,0,"@darrellr79 @EBJunkies I'd prefer the slew of #Ferguson protestors across the US...they stop traffic shut dwn bridges
"
2392,1,"@John_Slavin Think I may use that in my ads ! :) 
"
2393,0,"@Quikr @Vh1Supersonic |Its @DILLONFRANCIS  bcoz he is so #Nasty and loves his  ...||#GoSupersonicQuikr
"
2394,1,"@awfulannouncing I don't believe you!!!!  
"
2395,1,"Nothing like the 24hr swing back to being a day walker to make you feel like a million bucks...  #shiftworkerlife
"
2396,0,"I don't have to respect your beliefs.||I only have to respect your RIGHT to have them. ||#atheist #atheism
"
2397,0,"@goodgary99 @Neilby70 @ParkzTheDon @TonyBrown03 @GazTheGooner84 @LosDaGooner mmmm :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
"
2398,0," @ Speakeasy http://t.co/1bg6Y6U0ax
"
2399,1,"Wow.. #shocker  RT @TheAtlantic: Dick Cheney on CIA torture: ""I'd do it again in a minute"" http://t.co/CppRItMqZJ http://t.co/nS7ZnAq2Ec
"
